107,18772,of,IN,this,DT,biography,NN
137,18772,to,TO,this,DT,socialist,NN
377,18772,retained,VBN,this,DT,title,NN
723,18772,on,IN,this,DT,project,NN
919,18772,that,IN,this,DT,termination,NN
1038,18772,in,IN,this,DT,way,NN
1231,18772,in,IN,this,DT,way,NN
1413,18772,by,IN,this,DT,means,NN
1635,18772,was,VBD,this,DT,alphonse,NNP
2248,18772,into,IN,this,DT,novel,NN
2280,18772,;,:,this,DT,went,VBN
2362,18772,[,:,this,DT,pertains,VBZ
2654,18772,reached,VBN,this,DT,stage,NN
2705,18772,in,IN,this,DT,relation,NN
2810,18772,.,.,this,DT,colony,NN
2968,18772,to,TO,this,DT,latter,NN
3108,18772,in,IN,this,DT,way,NN
3433,18772,which,WDT,this,DT,form,NN
4175,18772,with,IN,this,DT,side,NN
4236,18772,of,IN,this,DT,by,IN
4332,18772,in,IN,this,DT,merely,RB
4399,18772,.,.,this,DT,is,VBZ
4496,18772,in,IN,this,DT,connection,NN
4522,18772,of,IN,this,DT,formidable,JJ
4721,18772,made,VBN,this,DT,category,NN
4970,18772,",",",",this,DT,development,NN
5150,18772,.,.,this,DT,was,VBD
5167,18772,of,IN,this,DT,period,NN
5205,18772,of,IN,this,DT,production,NN
5274,18772,``,``,this,DT,gaucherie,NN
5505,18772,of,IN,this,DT,circumstance,NN
5532,18772,from,IN,this,DT,coarseness,NN
5647,18772,is,VBZ,this,DT,absurd,NN
5656,18772,following,VBG,this,DT,",",","
5812,18772,"""","""",this,DT,same,JJ
5975,18772,``,``,this,DT,meshing,NN
6060,18772,avoid,VB,this,DT,arrangement,NN
6353,18772,in,IN,this,DT,airy,JJ
7405,18772,.,.,this,DT,skiff,NN
7507,18772,whereas,CC,this,DT,magician,NN
7947,18772,.,.,this,DT,illusion,NN
8108,18772,curhing,VBG,this,DT,continual,JJ
8334,18772,.,.,this,DT,important,JJ
8531,18772,in,IN,this,DT,",",","
9383,18772,consigned,VBN,this,DT,little,JJ
9391,18772,not,RB,this,DT,poor,JJ
9726,18772,.,.,this,DT,postulate,NN
9751,18772,of,IN,this,DT,grouping,NN
9818,18772,of,IN,this,DT,proposition,NN
10007,18772,with,IN,this,DT,progress,NN
10084,18772,for,IN,this,DT,simplisme,NN
10605,18772,transpose,VBP,this,DT,prophecy,NN
10663,18772,precisely,RB,this,DT,:,:
10878,18772,places,NNS,this,DT,lunacy,NN
11040,18772,of,IN,this,DT,force,NN
11324,18772,in,IN,this,DT,book,NN
11650,18772,.,.,this,DT,will,MD
12365,18772,.,.,this,DT,means,VBZ
13437,18772,and,CC,this,DT,applies,VBZ
13454,18772,denounced,VBN,this,DT,prison,NN
13491,18772,of,IN,this,DT,method,NN
13978,18772,in,IN,this,DT,note,NN
14029,18772,to,TO,this,DT,form,NN
14331,18772,.,.,this,DT,happened,VBD
14477,18772,!,.,this,DT,remark,NN
15155,18772,before,IN,this,DT,tribunal,NN
16374,18772,.,.,this,DT,harmony,NN
16557,18772,``,``,this,DT,plow,NN
16654,18772,to,TO,this,DT,beau,NN
17494,18772,that,IN,this,DT,interchange,NN
18181,18772,to,TO,this,DT,:,:
18366,18772,",",",",this,DT,elongated,VBN
