115,11345,of,IN,this,DT,feminine,JJ
209,11345,of,IN,this,DT,struggle,NN
218,11345,made,VBN,this,DT,ideal,JJ
1211,11345,.,.,this,DT,spectacle,NN
1247,11345,of,IN,this,DT,dialectic,NN
1338,11345,in,IN,this,DT,century,NN
1460,11345,in,IN,this,DT,judgment,NN
1712,11345,.,.,this,DT,latter,JJ
1743,11345,on,IN,this,DT,entertainment,NN
1921,11345,immemorial,JJ,this,DT,enigmatic,JJ
1971,11345,connect,VB,this,DT,need,NN
1995,11345,to,TO,this,DT,connection,NN
2211,11345,how,WRB,this,DT,time,NN
2434,11345,that,IN,this,DT,celebrated,JJ
2778,11345,for,IN,this,DT,white,JJ
2821,11345,that,DT,this,DT,shirt,NN
2889,11345,that,IN,this,DT,collar,NN
2927,11345,to,TO,this,DT,is,VBZ
3135,11345,and,CC,this,DT,consciousness,NN
4060,11345,"""","""",this,DT,year,NN
4988,11345,.,.,this,DT,revolt,NN
5371,11345,in,IN,this,DT,connection,NN
5396,11345,in,IN,this,DT,it,PRP
5511,11345,in,IN,this,DT,practice,NN
5875,11345,from,IN,this,DT,dilemma,NN
5980,11345,for,IN,this,DT,measure,NN
6072,11345,of,IN,this,DT,summary,NN
6127,11345,``,``,this,DT,evolution,NN
6296,11345,can,MD,this,DT,theory,NN
7020,11345,of,IN,this,DT,social,JJ
7033,11345,.,.,this,DT,motive,NN
7453,11345,with,IN,this,DT,",",","
7528,11345,where,WRB,this,DT,occurred,VBN
7723,11345,of,IN,this,DT,fashion,NN
8593,11345,.,.,this,DT,begins,VBZ
8963,11345,.,.,this,DT,cause,NN
9739,11345,"""","""",this,DT,taste,NN
10047,11345,follow,VB,this,DT,example,NN
10122,11345,in,IN,this,DT,judgment,NN
10249,11345,.,.,this,DT,state,NN
10361,11345,.,.,this,DT,parceling,NN
10982,11345,from,IN,this,DT,consideration,NN
11040,11345,from,IN,this,DT,conception,NN
11071,11345,of,IN,this,DT,deviance,NN
11117,11345,by,IN,this,DT,disposition,NN
