201,16210,.,.,this,DT,is,VBZ
379,16210,but,CC,this,DT,stealing,NN
413,16210,.,.,this,DT,sober,JJ
777,16210,after,IN,this,DT,scandal,NN
1160,16210,about,IN,this,DT,:,:
1307,16210,to,TO,this,DT,open-air,JJ
1438,16210,"""","""",this,DT,striking,NN
1510,16210,?,.,this,DT,we,PRP
1557,16210,during,IN,this,DT,quarter-hour,NN
1593,16210,does,VBZ,this,DT,signify,NN
1718,16210,then,RB,this,DT,type,NN
1784,16210,then,RB,this,DT,intensification,NN
1839,16210,.,.,this,DT,is,VBZ
2059,16210,illustrates,VBZ,this,DT,more,RBR
2274,16210,with,IN,this,DT,honor,NN
2442,16210,on,IN,this,DT,earth,NN
2497,16210,to,TO,this,DT,will,MD
2552,16210,of,IN,this,DT,decline,NN
2600,16210,--,:,this,DT,last,JJ
2718,16210,--,:,this,DT,is,VBZ
2785,16210,with,IN,this,DT,",",","
3074,16210,on,IN,this,DT,immense,JJ
3143,16210,.,.,this,DT,was,VBD
3680,16210,.,.,this,DT,state,NN
3920,16210,of,IN,this,DT,nocturnal,JJ
4022,16210,turning,VBG,this,DT,palace,NN
5107,16210,of,IN,this,DT,one,CD
5114,16210,with,IN,this,DT,:,:
6594,16210,prohihits,VBZ,this,DT,woman,NN
7174,16210,],:,this,DT,is,VBZ
7350,16210,answer,VB,this,DT,question,NN
7380,16210,of,IN,this,DT,increase,NN
7961,16210,to,TO,this,DT,illusion,NN
8038,16210,is,VBZ,this,DT,way,NN
9293,16210,.,.,this,DT,is,VBZ
9425,16210,serve,VB,this,DT,end,NN
9506,16210,in,IN,this,DT,way,NN
9592,16210,mark,VB,this,DT,letter,NN
9617,16210,along,IN,this,DT,route,NN
9625,16210,combined,VBD,this,DT,method,NN
9720,16210,on,IN,this,DT,packet,NN
9750,16210,"""","""",this,DT,system,NN
10024,16210,since,IN,this,DT,hand,NN
10314,16210,.,.,this,DT,brilliant,JJ
10320,16210,",",",",this,DT,golden,JJ
10367,16210,of,IN,this,DT,remarkable,JJ
10512,16210,from,IN,this,DT,city,NN
10539,16210,in,IN,this,DT,case,NN
10600,16210,``,``,this,DT,treatise,NN
12493,16210,down,IN,this,DT,asphalt,NN
13335,16210,whereas,RB,this,DT,can,MD
13422,16210,in,IN,this,DT,retention,NN
13451,16210,.,.,this,DT,unconscious,JJ
13486,16210,.,.,this,DT,triad,NN
13541,16210,.,.,this,DT,is,VBZ
14260,16210,",",",",this,DT,outfit,NN
14379,16210,in,IN,this,DT,:,:
14429,16210,.,.,this,DT,weighty,JJ
14658,16210,before,IN,this,DT,by,IN
14827,16210,.,.,this,DT,state,NN
14907,16210,.,.,this,DT,fact,NN
15062,16210,",",",",this,DT,occurrence,NN
15414,16210,.,.,this,DT,is,VBZ
15634,16210,with,IN,this,DT,",",","
16178,16210,.,.,this,DT,becomes,VBZ
