154,19508,for,IN,this,DT,red,JJ
274,19508,beyond,IN,this,DT,little,JJ
715,19508,reads,VBZ,this,DT,author,NN
839,19508,',"""",this,DT,desire,NN
842,19508,",",",",this,DT,regret,NN
903,19508,of,IN,this,DT,revolution-,JJ
1040,19508,in,IN,this,DT,aspiration,NN
1078,19508,.,.,this,DT,communion,NN
1680,19508,for,IN,this,DT,reason,NN
1946,19508,.,.,this,DT,attitude,NN
2259,19508,.,.,this,DT,was,VBD
2293,19508,",",",",this,DT,douhle,JJ
2401,19508,discovered,VBD,this,DT,symbol,NN
2458,19508,of,IN,this,DT,statement,NN
2520,19508,in,IN,this,DT,world,NN
3058,19508,to,TO,this,DT,",",","
3511,19508,of,IN,this,DT,species,NN
3579,19508,in,IN,this,DT,series,NN
4037,19508,that,IN,this,DT,corrupting,JJ
4159,19508,.,.,this,DT,arrangement,NN
5096,19508,of,IN,this,DT,workingman,NN
5154,19508,hears,VBZ,this,DT,virile,JJ
5398,19508,``,``,this,DT,ancient,NNP
5401,19508,",",",",this,DT,unique,JJ
5405,19508,",",",",this,DT,unique,JJ
5409,19508,",",",",this,DT,man,NN
5447,19508,.,.,this,DT,genius,NN
5653,19508,in,IN,this,DT,initiative,NN
5760,19508,then,RB,this,DT,business,NN
6279,19508,of,IN,this,DT,article,NN
7031,19508,for,IN,this,DT,age,NN
7140,19508,of,IN,this,DT,era,NN
7477,19508,of,IN,this,DT,same,JJ
8200,19508,in,IN,this,DT,way,NN
8455,19508,",",",",this,DT,time,NN
8645,19508,far,JJ,this,DT,literary,JJ
8843,19508,is,VBZ,this,DT,because,IN
8959,19508,taken,VBN,this,DT,opportunity,NN
9193,19508,to,TO,this,DT,great,JJ
9262,19508,"""","""",this,DT,",",","
9418,19508,.,.,this,DT,",",","
9503,19508,to,TO,this,DT,was,VBD
9810,19508,.,.,this,DT,is,VBZ
10027,19508,.,.,this,DT,helps,VBZ
10051,19508,but,CC,this,DT,time,NN
10092,19508,.,.,this,DT,worthy,JJ
10176,19508,of,IN,this,DT,nascent,JJ
10213,19508,.,.,this,DT,novel,NN
10295,19508,purchased,VBD,this,DT,bohemia,NN
10328,19508,during,IN,this,DT,same,JJ
10451,19508,.,.,this,DT,hohemianism,NN
10523,19508,.,.,this,DT,time,NN
10899,19508,cites,VBZ,this,DT,text,NN
10903,19508,has,VBZ,this,DT,to,TO
10965,19508,secure,VB,this,DT,freedom,NN
11361,19508,of,IN,this,DT,value,NN
12308,19508,makes,VBZ,this,DT,more,RBR
13275,19508,in,IN,this,DT,he,PRP
13682,19508,in,IN,this,DT,respect,NN
14037,19508,whom,WP,this,DT,phenomenon,NN
14230,19508,for,IN,this,DT,kinship,NN
14675,19508,;,:,this,DT,editorial,NN
14833,19508,",",",",this,DT,extraordinary,JJ
14941,19508,in,IN,this,DT,regard,NN
15270,19508,recognize,VB,this,DT,!,.
15420,19508,if,IN,this,DT,dialogue,NN
15637,19508,of,IN,this,DT,tendency,NN
15783,19508,.,.,this,DT,spirit,NN
16007,19508,",",",",this,DT,boheme,NN
16562,19508,of,IN,this,DT,marvel,NN
17082,19508,of,IN,this,DT,kind,NN
17297,19508,.,.,this,DT,revelation,NN
17346,19508,around,IN,this,DT,time,NN
17481,19508,.,.,this,DT,marine,JJ
17543,19508,",",",",this,DT,propensity,NN
17956,19508,for,IN,this,DT,is,VBZ
17960,19508,",",",",this,DT,is,VBZ
17965,19508,",",",",this,DT,is,VBZ
17970,19508,--,:,this,DT,is,VBZ
18074,19508,in,IN,this,DT,regard,NN
18219,19508,],.,this,DT,decisive,JJ
18361,19508,",",",",this,DT,invasion,NN
18679,19508,"""","""",this,DT,the,DT
18813,19508,to,TO,this,DT,political,JJ
18994,19508,in,IN,this,DT,a,DT
19031,19508,",",",",this,DT,theme,NN
19068,19508,.,.,this,DT,eschatology,NN
19103,19508,of,IN,this,DT,aristocratic,JJ
19259,19508,(,:,this,DT,",",","
19329,19508,?,.,this,DT,being,VBG
