313,5515,this,DT,in,IN,novelty,NN
448,5515,this,DT,but,CC,explanation,NN
488,5515,this,DT,if,IN,book,NN
523,5515,this,DT,of,IN,process,NN
1001,5515,this,DT,.,.,relation,NN
1071,5515,this,DT,in,IN,system,NN
1645,5515,this,DT,but,CC,is,VBZ
1684,5515,this,DT,all,DT,shows,VBZ
2001,5515,this,DT,.,.,passage,NN
2045,5515,this,DT,just,RB,",",","
2184,5515,this,DT,is,VBZ,also,RB
2433,5515,this,DT,of,IN,remark-,NN
2443,5515,this,DT,n't,RB,the,DT
2578,5515,this,DT,.,.,con-,NN
2626,5515,this,DT,whether,IN,concerns,NNS
2715,5515,this,DT,within,IN,circumscribed,VBN
2954,5515,this,DT,overlook,VB,invective,JJ
2991,5515,this,DT,.,.,is,VBZ
3085,5515,this,DT,by,IN,one,CD
3329,5515,this,DT,in,IN,world,NN
3334,5515,this,DT,",",",",lost,NN
3565,5515,this,DT,realize,VB,vast,JJ
4497,5515,this,DT,of,IN,behavior,NN
4527,5515,this,DT,to,TO,effect,NN
4628,5515,this,DT,``,``,literary,JJ
4809,5515,this,DT,about,IN,noteworthy,JJ
4839,5515,this,DT,from,IN,to,TO
4929,5515,this,DT,scribed,VBN,way,NN
5002,5515,this,DT,with,IN,spectacle,NN
5096,5515,this,DT,and,CC,is,VBZ
5499,5515,this,DT,to,TO,creative,JJ
