395,23269,this,DT,on,IN,double,JJ
614,23269,this,DT,with,IN,.,.
754,23269,this,DT,.,.,felt,NN
811,23269,this,DT,depicted,VBN,storied,JJ
1140,23269,this,DT,of,IN,second,JJ
1172,23269,this,DT,in,IN,way,NN
1268,23269,this,DT,and,CC,face,NN
1281,23269,this,DT,in,IN,way,NN
1292,23269,this,DT,and,CC,state,NN
1362,23269,this,DT,in,NNP,crowd,NN
1515,23269,this,DT,refer,VB,phenomenon,NN
1544,23269,this,DT,of,IN,city,NN
1588,23269,this,DT,.,.,all,DT
1618,23269,this,DT,as,IN,phenomenon,NN
1648,23269,this,DT,in,IN,same,JJ
1654,23269,this,DT,to,TO,phenomenon,NN
1663,23269,this,DT,in,IN,one,NN
1698,23269,this,DT,how,WRB,phenomenon,NN
1884,23269,this,DT,in,IN,immense,NN
2039,23269,this,DT,achieve,VB,goal,NN
2258,23269,this,DT,of,IN,condition,NN
2520,23269,this,DT,that,IN,pretension,NN
2634,23269,this,DT,is,VBZ,dialectic,JJ
2662,23269,this,DT,:,:,was,VBD
2853,23269,this,DT,—,NN,passage,NN
2903,23269,this,DT,in,NNP,passage,NN
2998,23269,this,DT,.,.,seemed,VBD
3082,23269,this,DT,in,IN,way,NN
3378,23269,this,DT,on,IN,spot,NN
3900,23269,this,DT,compare,NNP,transforma-,NN
3936,23269,this,DT,.,.,gives,VBZ
4005,23269,this,DT,that,IN,newspaper,NN
4127,23269,this,DT,in,IN,way,NN
4453,23269,this,DT,for,IN,collective,JJ
4651,23269,this,DT,lets,NNS,interpenetration,NN
4663,23269,this,DT,to,TO,:,:
4994,23269,this,DT,for,IN,invention,NN
5202,23269,this,DT,.,.,reminded,VBD
5223,23269,this,DT,in,IN,manner,NN
5372,23269,this,DT,by,IN,means,VBZ
5439,23269,this,DT,.,.,is,VBZ
5604,23269,this,DT,with,IN,verse,NN
5773,23269,this,DT,12,CD,points,NNS
5825,23269,this,DT,to,TO,.,.
5844,23269,this,DT,for,IN,type,NN
5969,23269,this,DT,in,NNP,immense,NN
6413,23269,this,DT,that,IN,semblance,NN
6977,23269,this,DT,.,.,colossal,NN
6981,23269,this,DT,",",",",heaping,NN
7002,23269,this,DT,of,IN,two,CD
7045,23269,this,DT,all,DT,has,VBZ
7290,23269,this,DT,that,IN,isolation,NN
7296,23269,this,DT,",",",",narrow,NN
7612,23269,this,DT,do,VB,),NN
8500,23269,this,DT,is,VBZ,reality,NN
8906,23269,this,DT,.,.,heure,NN
9274,23269,this,DT,from,IN,heavy,JJ
9610,23269,this,DT,``,``,horseman,NN
9640,23269,this,DT,.,.,mendicant,NN
10392,23269,this,DT,.,.,principle,NN
10569,23269,this,DT,between,IN,physiognomy,NN
11012,23269,this,DT,under,NNP,burlesque,NN
11149,23269,this,DT,(,:,preface,NN
11345,23269,this,DT,as,IN,street,NN
11665,23269,this,DT,do,VB,today,NN
12620,23269,this,DT,with,IN,ineffable,JJ
12624,23269,this,DT,",",",",holy,RB
12763,23269,this,DT,that,IN,haunting,NN
13056,23269,this,DT,is,VBZ,that,IN
13632,23269,this,DT,attributed,VBD,especially,RB
13888,23269,this,DT,that,IN,metamor-,NN
13953,23269,this,DT,recorded,VBN,debt,NN
14401,23269,this,DT,in,IN,quartier,NN
14793,23269,this,DT,'','',passage,NN
15071,23269,this,DT,all,DT,the,DT
15635,23269,this,DT,performs,NNS,feat,NN
16151,23269,this,DT,from,IN,eminence,NN
17118,23269,this,DT,in,NNP,game,NN
17272,23269,this,DT,—,:,is,VBZ
17535,23269,this,DT,escape,VB,mediocrity,NN
17627,23269,this,DT,in,IN,street,NN
17661,23269,this,DT,.,.,wild,NN
18719,23269,this,DT,of,IN,.,.
18765,23269,this,DT,of,IN,work,NN
18806,23269,this,DT,",",",",would,MD
18915,23269,this,DT,of,IN,information,NN
19033,23269,this,DT,dispel,VB,uneasiness,NN
19234,23269,this,DT,.,.,is,VBZ
19746,23269,this,DT,that,IN,visionary,JJ
19901,23269,this,DT,of,IN,empathy,JJ
20109,23269,this,DT,",",",",passage,NN
20672,23269,this,DT,",",",",will,MD
20795,23269,this,DT,all,DT,deserves,NNS
20865,23269,this,DT,to,TO,narrow,NN
21170,23269,this,DT,against,IN,",",","
21181,23269,this,DT,attending,VBG,center,NN
21223,23269,this,DT,'','',city,NN
21824,23269,this,DT,in,IN,",",","
22133,23269,this,DT,.,.,seemed,VBD
22286,23269,this,DT,on,NNP,subject,NN
22401,23269,this,DT,",",",",external,JJ
22471,23269,this,DT,of,IN,century,NN
22504,23269,this,DT,.,.,man,NN
