437,6168,this,DT,.,.,lack,NN
519,6168,this,DT,in,IN,manner,NN
652,6168,this,DT,``,``,dreary,JJ
1351,6168,this,DT,and,CC,army,NN
1407,6168,this,DT,.,.,is,VBZ
1525,6168,this,DT,of,IN,is,VBZ
1685,6168,this,DT,;,:,will,MD
1923,6168,this,DT,for,IN,it,PRP
1943,6168,this,DT,do,VB,if,IN
2308,6168,this,DT,by,IN,more,RBR
2573,6168,this,DT,of,IN,periodical,JJ
2583,6168,this,DT,when,WRB,issue,NN
2744,6168,this,DT,certainly,RB,system,NN
2887,6168,this,DT,for,IN,is,VBZ
3668,6168,this,DT,and,CC,mot,NN
3963,6168,this,DT,",",",",signifies,NNS
4159,6168,this,DT,on,IN,point,NN
4318,6168,this,DT,of,IN,divine,NN
5148,6168,this,DT,",",",",concern,NN
5394,6168,this,DT,in,IN,manner,NN
5467,6168,this,DT,.,.,does,VBZ
5520,6168,this,DT,all,DT,studied,JJ
5648,6168,this,DT,of,IN,doctrine,NN
5816,6168,this,DT,leave,VB,world,NN
5856,6168,this,DT,for,IN,reason,NN
5994,6168,this,DT,of,IN,sound,NN
6140,6168,this,DT,'','',sentence,NN
